소비일자,소비업종,성별,연령대,소비건수
20190106,교육/학원,남성,20대,9463
20190106,교육/학원,남성,30대,38382
20190106,교육/학원,남성,40대,61223
20190106,교육/학원,남성,50대,21543
20190106,교육/학원,남성,60대,4648
20190106,교육/학원,여성,20대,14723
20190106,교육/학원,여성,30대,38977
20190106,교육/학원,여성,40대,59654
20190106,교육/학원,여성,50대,16581
20190106,교육/학원,여성,60대,3762
20190106,미용,남성,20대,25172
20190106,미용,남성,30대,51213
20190106,미용,남성,40대,53889
20190106,미용,남성,50대,26078
20190106,미용,남성,60대,5815
20190106,미용,여성,20대,41073
20190106,미용,여성,30대,39672
20190106,미용,여성,40대,49727
20190106,미용,여성,50대,30195
20190106,미용,여성,60대,8305
20190106,백화점/상품권/아울렛,남성,20대,39911
20190106,백화점/상품권/아울렛,남성,30대,164045
20190106,백화점/상품권/아울렛,남성,40대,170468
20190106,백화점/상품권/아울렛,남성,50대,81800
20190106,백화점/상품권/아울렛,남성,60대,29292
20190106,백화점/상품권/아울렛,여성,20대,79180
20190106,백화점/상품권/아울렛,여성,30대,185077
20190106,백화점/상품권/아울렛,여성,40대,194239
20190106,백화점/상품권/아울렛,여성,50대,116256
20190106,백화점/상품권/아울렛,여성,60대,43684
20190106,스포츠/문화/레저,남성,20대,117999
20190106,스포츠/문화/레저,남성,30대,150870
20190106,스포츠/문화/레저,남성,40대,177783
20190106,스포츠/문화/레저,남성,50대,97287
20190106,스포츠/문화/레저,남성,60대,30821
20190106,스포츠/문화/레저,여성,20대,57745
20190106,스포츠/문화/레저,여성,30대,87247
20190106,스포츠/문화/레저,여성,40대,114130
20190106,스포츠/문화/레저,여성,50대,72338
20190106,스포츠/문화/레저,여성,60대,21660
20190106,여행/교통,남성,20대,36922
20190106,여행/교통,남성,30대,85607
20190106,여행/교통,남성,40대,90085
20190106,여행/교통,남성,50대,56435
20190106,여행/교통,남성,60대,18327
20190106,여행/교통,여성,20대,36053
20190106,여행/교통,여성,30대,55655
20190106,여행/교통,여성,40대,60218
20190106,여행/교통,여성,50대,39777
20190106,여행/교통,여성,60대,11167
20190106,요식/유흥,남성,20대,473156
20190106,요식/유흥,남성,30대,1013191
20190106,요식/유흥,남성,40대,1084274
20190106,요식/유흥,남성,50대,674043
20190106,요식/유흥,남성,60대,245984
20190106,요식/유흥,여성,20대,494556
20190106,요식/유흥,여성,30대,676516
20190106,요식/유흥,여성,40대,793708
20190106,요식/유흥,여성,50대,506365
20190106,요식/유흥,여성,60대,159739
20190106,의료,남성,20대,11664
20190106,의료,남성,30대,58182
20190106,의료,남성,40대,61714
20190106,의료,남성,50대,35156
20190106,의료,남성,60대,15140
20190106,의료,여성,20대,20747
20190106,의료,여성,30대,48329
20190106,의료,여성,40대,43738
20190106,의료,여성,50대,28773
20190106,의료,여성,60대,11120
20190106,자동차,남성,20대,9574
20190106,자동차,남성,30대,30063
20190106,자동차,남성,40대,30449
20190106,자동차,남성,50대,16635
20190106,자동차,남성,60대,5974
20190106,자동차,여성,20대,5418
20190106,자동차,여성,30대,13929
20190106,자동차,여성,40대,14906
20190106,자동차,여성,50대,9165
20190106,자동차,여성,60대,3023
20190106,주유,남성,20대,49858
20190106,주유,남성,30대,160729
20190106,주유,남성,40대,200252
20190106,주유,남성,50대,162965
20190106,주유,남성,60대,72489
20190106,주유,여성,20대,23450
20190106,주유,여성,30대,63728
20190106,주유,여성,40대,86278
20190106,주유,여성,50대,77491
20190106,주유,여성,60대,28272
20190106,패션/잡화,남성,20대,14005
20190106,패션/잡화,남성,30대,30017
20190106,패션/잡화,남성,40대,39909
20190106,패션/잡화,남성,50대,25340
20190106,패션/잡화,남성,60대,9756
20190106,패션/잡화,여성,20대,27460
20190106,패션/잡화,여성,30대,32877
20190106,패션/잡화,여성,40대,47433
20190106,패션/잡화,여성,50대,33606
20190106,패션/잡화,여성,60대,12616
20190106,편의점,남성,20대,310799
20190106,편의점,남성,30대,500143
20190106,편의점,남성,40대,395500
20190106,편의점,남성,50대,197145
20190106,편의점,남성,60대,50559
20190106,편의점,여성,20대,197698
20190106,편의점,여성,30대,199758
20190106,편의점,여성,40대,203850
20190106,편의점,여성,50대,130893
20190106,편의점,여성,60대,34604
20190106,할인점/마트,남성,20대,149609
20190106,할인점/마트,남성,30대,593443
20190106,할인점/마트,남성,40대,812995
20190106,할인점/마트,남성,50대,519457
20190106,할인점/마트,남성,60대,234295
20190106,할인점/마트,여성,20대,172124
20190106,할인점/마트,여성,30대,466980
20190106,할인점/마트,여성,40대,667810
20190106,할인점/마트,여성,50대,530395
20190106,할인점/마트,여성,60대,226656
20190107,가전/가구,남성,20대,11810
20190107,가전/가구,남성,30대,40501
20190107,가전/가구,남성,40대,67481
20190107,가전/가구,남성,50대,60489
20190107,가전/가구,남성,60대,28770
20190107,가전/가구,여성,20대,13561
20190107,가전/가구,여성,30대,36870
20190107,가전/가구,여성,40대,64732
20190107,가전/가구,여성,50대,54792
20190107,가전/가구,여성,60대,21732
20190107,가정생활/서비스,남성,20대,514
20190107,가정생활/서비스,남성,30대,1477
20190107,가정생활/서비스,남성,40대,2214
20190107,가정생활/서비스,남성,50대,1431
20190107,가정생활/서비스,남성,60대,1185
20190107,가정생활/서비스,여성,20대,351
20190107,가정생활/서비스,여성,30대,1150
20190107,가정생활/서비스,여성,40대,2164
20190107,가정생활/서비스,여성,50대,1807
20190107,가정생활/서비스,여성,60대,1169
20190107,교육/학원,남성,20대,9101
20190107,교육/학원,남성,30대,47728
20190107,교육/학원,남성,40대,107986
20190107,교육/학원,남성,50대,39326
20190107,교육/학원,남성,60대,9179
20190107,교육/학원,여성,20대,17186
20190107,교육/학원,여성,30대,75835
20190107,교육/학원,여성,40대,127009
20190107,교육/학원,여성,50대,35002
20190107,교육/학원,여성,60대,7811
20190107,미용,남성,20대,17612
20190107,미용,남성,30대,33665
20190107,미용,남성,40대,39270
20190107,미용,남성,50대,27323
20190107,미용,남성,60대,8227
20190107,미용,여성,20대,40927
20190107,미용,여성,30대,42772
20190107,미용,여성,40대,55289
20190107,미용,여성,50대,43938
20190107,미용,여성,60대,14935
20190107,백화점/상품권/아울렛,남성,20대,15365
20190107,백화점/상품권/아울렛,남성,30대,54522
20190107,백화점/상품권/아울렛,남성,40대,59778
20190107,백화점/상품권/아울렛,남성,50대,37715
20190107,백화점/상품권/아울렛,남성,60대,18075
20190107,백화점/상품권/아울렛,여성,20대,40536
20190107,백화점/상품권/아울렛,여성,30대,95209
20190107,백화점/상품권/아울렛,여성,40대,106988
20190107,백화점/상품권/아울렛,여성,50대,80361
20190107,백화점/상품권/아울렛,여성,60대,37877
20190107,스포츠/문화/레저,남성,20대,66110
20190107,스포츠/문화/레저,남성,30대,73179
20190107,스포츠/문화/레저,남성,40대,81700
20190107,스포츠/문화/레저,남성,50대,55902
20190107,스포츠/문화/레저,남성,60대,22336
20190107,스포츠/문화/레저,여성,20대,35737
20190107,스포츠/문화/레저,여성,30대,45007
20190107,스포츠/문화/레저,여성,40대,74690
20190107,스포츠/문화/레저,여성,50대,58380
20190107,스포츠/문화/레저,여성,60대,19377
20190107,여행/교통,남성,20대,22084
20190107,여행/교통,남성,30대,65579
20190107,여행/교통,남성,40대,83617
20190107,여행/교통,남성,50대,60399
20190107,여행/교통,남성,60대,21298
20190107,여행/교통,여성,20대,26339
20190107,여행/교통,여성,30대,46764
20190107,여행/교통,여성,40대,58005
20190107,여행/교통,여성,50대,41590
20190107,여행/교통,여성,60대,13403
20190107,요식/유흥,남성,20대,373329
20190107,요식/유흥,남성,30대,861872
20190107,요식/유흥,남성,40대,962776
20190107,요식/유흥,남성,50대,614992
20190107,요식/유흥,남성,60대,242006
20190107,요식/유흥,여성,20대,441949
20190107,요식/유흥,여성,30대,677409
20190107,요식/유흥,여성,40대,832876
20190107,요식/유흥,여성,50대,543121
20190107,요식/유흥,여성,60대,175353
20190107,의료,남성,20대,59601
20190107,의료,남성,30대,281792
20190107,의료,남성,40대,378472
20190107,의료,남성,50대,295009
20190107,의료,남성,60대,232840
20190107,의료,여성,20대,114555
20190107,의료,여성,30대,303023
20190107,의료,여성,40대,347729
20190107,의료,여성,50대,319591
20190107,의료,여성,60대,194449
20190107,자동차,남성,20대,11115
20190107,자동차,남성,30대,40950
20190107,자동차,남성,40대,54067
20190107,자동차,남성,50대,43977
20190107,자동차,남성,60대,22213
20190107,자동차,여성,20대,6019
20190107,자동차,여성,30대,20157
20190107,자동차,여성,40대,27505
20190107,자동차,여성,50대,22719
20190107,자동차,여성,60대,8192
20190107,주유,남성,20대,41446
20190107,주유,남성,30대,151553
20190107,주유,남성,40대,226237
20190107,주유,남성,50대,203913
20190107,주유,남성,60대,105636
20190107,주유,여성,20대,22119
20190107,주유,여성,30대,65853
20190107,주유,여성,40대,98059
20190107,주유,여성,50대,91281
20190107,주유,여성,60대,36720
20190107,패션/잡화,남성,20대,8523
20190107,패션/잡화,남성,30대,16900
20190107,패션/잡화,남성,40대,22906
20190107,패션/잡화,남성,50대,19580
20190107,패션/잡화,남성,60대,9971
20190107,패션/잡화,여성,20대,19422
20190107,패션/잡화,여성,30대,24308
20190107,패션/잡화,여성,40대,37829
20190107,패션/잡화,여성,50대,36326
20190107,패션/잡화,여성,60대,17916
20190107,편의점,남성,20대,320792
20190107,편의점,남성,30대,573840
20190107,편의점,남성,40대,470314
20190107,편의점,남성,50대,228528
20190107,편의점,남성,60대,59019
20190107,편의점,여성,20대,225309
20190107,편의점,여성,30대,243393
20190107,편의점,여성,40대,235130
20190107,편의점,여성,50대,148916
20190107,편의점,여성,60대,39343
20190107,할인점/마트,남성,20대,131729
20190107,할인점/마트,남성,30대,475327
20190107,할인점/마트,남성,40대,641697
20190107,할인점/마트,남성,50대,437150
20190107,할인점/마트,남성,60대,229334
20190107,할인점/마트,여성,20대,165446
20190107,할인점/마트,여성,30대,458977
20190107,할인점/마트,여성,40대,675244
20190107,할인점/마트,여성,50대,554295
20190107,할인점/마트,여성,60대,267340
20190108,가전/가구,남성,20대,8045
20190108,가전/가구,남성,30대,26310
20190108,가전/가구,남성,40대,42750
20190108,가전/가구,남성,50대,37266
20190108,가전/가구,남성,60대,18947
20190108,가전/가구,여성,20대,8155
20190108,가전/가구,여성,30대,20367
20190108,가전/가구,여성,40대,37314
20190108,가전/가구,여성,50대,31858
20190108,가전/가구,여성,60대,13993
20190108,가정생활/서비스,남성,20대,432
20190108,가정생활/서비스,남성,30대,1670
20190108,가정생활/서비스,남성,40대,2496
20190108,가정생활/서비스,남성,50대,1418
20190108,가정생활/서비스,남성,60대,928
20190108,가정생활/서비스,여성,20대,368
20190108,가정생활/서비스,여성,30대,2260
20190108,가정생활/서비스,여성,40대,2220
20190108,가정생활/서비스,여성,50대,1644
20190108,가정생활/서비스,여성,60대,1109
20190108,교육/학원,남성,20대,8097
20190108,교육/학원,남성,30대,36566
20190108,교육/학원,남성,40대,89501
20190108,교육/학원,남성,50대,33404
20190108,교육/학원,남성,60대,7773
20190108,교육/학원,여성,20대,15166
20190108,교육/학원,여성,30대,54616
20190108,교육/학원,여성,40대,103577
20190108,교육/학원,여성,50대,30632
20190108,교육/학원,여성,60대,7423
20190108,미용,남성,20대,17554
20190108,미용,남성,30대,33058
20190108,미용,남성,40대,36750
20190108,미용,남성,50대,25828
20190108,미용,남성,60대,7521
20190108,미용,여성,20대,41423
20190108,미용,여성,30대,42970
20190108,미용,여성,40대,53640
20190108,미용,여성,50대,41185
20190108,미용,여성,60대,14190
20190108,백화점/상품권/아울렛,남성,20대,16124
20190108,백화점/상품권/아울렛,남성,30대,58422
20190108,백화점/상품권/아울렛,남성,40대,67321
20190108,백화점/상품권/아울렛,남성,50대,41487
20190108,백화점/상품권/아울렛,남성,60대,20132
20190108,백화점/상품권/아울렛,여성,20대,41528
20190108,백화점/상품권/아울렛,여성,30대,102921
20190108,백화점/상품권/아울렛,여성,40대,122278
20190108,백화점/상품권/아울렛,여성,50대,89408
20190108,백화점/상품권/아울렛,여성,60대,39820
20190108,스포츠/문화/레저,남성,20대,63734
20190108,스포츠/문화/레저,남성,30대,71877
20190108,스포츠/문화/레저,남성,40대,81546
20190108,스포츠/문화/레저,남성,50대,55517
20190108,스포츠/문화/레저,남성,60대,21716
20190108,스포츠/문화/레저,여성,20대,34155
20190108,스포츠/문화/레저,여성,30대,46111
20190108,스포츠/문화/레저,여성,40대,72824
20190108,스포츠/문화/레저,여성,50대,55868
20190108,스포츠/문화/레저,여성,60대,18387
20190108,여행/교통,남성,20대,21097
20190108,여행/교통,남성,30대,63576
20190108,여행/교통,남성,40대,85314
20190108,여행/교통,남성,50대,60804
20190108,여행/교통,남성,60대,22901
